3029,146,4103,1654,2747,80,3333,3129,467,86,4327,4244,4213,3198,764,4146,585,2027,2367,1864,783,3480,3548,1468,2023,1493,3230,2308,183,1673,4445,1166,3559,316,83,4034,2989,3682,3561,1524,60,4254,470,2004,709,3805,1850,3066,1632,3372,2713,2440,351,2404,2449,1530,3083,4275,1609,972,1292,1830,3125,2915,3117,4062,1563,4239,3135,2492,681,3264,2173,2566,824,3151,4402,2022,1614,1691,2624,3956,4259,536,1535,2190,4478,1721,1589,900,3870,3020,4421,3373,1352,3317,97,2994,2000,194,3758,660,4211,3219,1922,1187,4122,2331,1747,880,3763,3590,4107,3159,757,3379,3272,1079,3112,1684,1605,2517,4183,3329,487,1417,338,3011,1305,1876,3736,1819,704,2617,3368,4023,865,363,3715,3420,307,1168,193,883,2312,1426,836,2748,1070,1062,828,3006,3861,394,4286,1274,1255,1744,2690,1724,4117,3293,3358,692,2460,2433,1407,3552,2746,3207,1906,405,888,3939,70,3332,1279,303,3461,50,2848,544,3740,1122,3766,1091,534,2459,2521,337,2841,4439,1756,4047,2101,2442,3885,3139,1349,2921,2097,3711,1854,3057,2949,3867,4176,3822,369,4101,1901,2823,4501,708,2792,20,3915,199,4426,1491,3494,2229,3706,1798,4218,4488,4363,10,1945,1887,3953,1938,4096,3670,3672,715,1103,1017,2024,375,4344,3284,121,3797,2030,1403,348,2281,1865,2674,460,314,2660,2610,1998,319,2277,3392,1358,2075,3168,4497,906,3232,580,1063,1914,3946,422,1845,2374,4311,398,2448,111,2157,4414,3270,4471,3786,2948,1808,1056,3619,2976,1310,1207,3823,2667,3707,1602,3422,3063,372,2311,971,3349,3421,267,341,2485,4042,2019,2673,1434,3183,3343,4425,3172,3570,2721,1222,2577,1328,4030,3414,1869,362,3314,2959,3188,2183,272,3745,4095,3563,367,30,4346,3588,24,2373,409,172,1102,2159,3890,2467,964,1507,1173,1431,3703,324,3451,3908,1196,471,2365,1890,4314,1458,3960,3513,3664,4236,1770,3663,2609,1278,132,401,1597,3781,3966,745,1965,4465,2424,1754,1012,929,3096,274,1522,3893,2316,4092,1194,3107,1366,807,371,2362,2114,2765,3705,3923,2686,1778,899,220,2160,2188,637,1578,3655,1741,4235,481,798,4460,2886,4261,2466,740,2076,4473,2600,939,2253,1719,4238,1771,1587,3540,3638,1765,3821,3631,3297,1382,2490,1501,44,2286,2744,4512,4360,610,1364,419,3309,3874,1555,2917,4370,4148,1551,2722,774,399,258,847,4284,1454,1379,1108,228,2104,4294,4494
3278,1761,2070,3546,1529,801,1627,4233,2100,1384,1521,3739,3366,2567,2965,1237,2358,1698,2548,1510,2447,1181,1923,3239,3050,2478,640,1927,2435,2338,2028,3802,1801,4143,1988,630,4145,2986,3833,2500,2288,2068,1170,1457,1254,554,227,2871,2456,2279,1840,3061,3538,1586,2175,3771,116,2884,1440,3961,3573,1,1735,871,780,1749,1148,3942,4126,170,3945,2425,118,4179,3690,1185,2386,933,3873,2580,1484,26,3355,1147,225,2499,33,1681,1660,1762,1186,373,1075,2164,275,2859,2387,2340,3308,2685,1921,1631,4454,2786,158,3196,1449,2579,2683,2791,344,1617,3605,3520,408,1855,732,1471,95,2105,426,3022,2402,942,2063,451,25,4171,765,572,1240,441,4462,2887,603,3430,1674,130,2839,2936,1944,2584,4177,872,1272,2551,3935,2385,861,2350,4078,2533,2822,3031,2715,2827,3882,4437,776,3001,690,3130,2314,1700,4000,2081,2486,2502,1659,3208,2527,477,3840,233,3604,2140,1889,3955,508,846,759,1582,2464,3765,2042,2575,2804,3047,284,1893,1594,3917,1992,3190,2191,2515,2371,2213,532,204,920,4395,558,1653,1942,2139,3657,1021,2935,3623,4217,3991,1879,1829,1977,2590,261,3656,998,853,1794,2982,4189,2866,3311,873,1028,3749,3285,169,2201,459,909,903,1823,1045,3465,4241,2802,1180,3435,1776,3616,3085,1041,4469,1619,749,735,805,2752,3143,4185,1600,3812,531,3327,1525,3793,3501,965,2180,2038,1983,1710,3755,3009,1953,3202,292,890,726,3880,1262,3750,3181,2853,2476,855,4201,2369,484,505,64,3052,3537,559,2359,2742,2518,4492,2285,1891,977,2033,2397,3452,2054,2313,1842,3291,3186,1604,632,1141,3534,901,3799,608,3626,2908,2953,1219,1925,1280,2391,3911,1596,3439,352,2124,748,4411,1442,2922,3849,3362,3665,571,4428,1357,2353,3539,1446,2488,2666,2681,3084,1852,4116,6,2591,1837,2319,340,1579,519,560,564,3209,790,2977,4064,3179,3723,3282,3256,88,4513,1361,3652,750,2593,684,68,2803,4007,2807,1888,1695,1512,3244,4427,892,1562,2282,4511,2242,1903,2167,716,4017,1144,2782,4481,3897,1360,2078,1675,996,3542,3850,2809,982,1777,1918,2263,309,4369,1210,4431,1334,3479,2837,1086,941,3305,786,2821,3674,762,649,305,425,4178,963,2223,4407,1082,1392,895,1584,699,581,454,3035,1346,315,1920,3464,1611,2702,3483,3271,103,727,2247,3365,2107,1950,1849,634,1289,1250,989,1641,2170,4274,354,2189,458,4506
1528,2216,1456,1269,816,2661,944,1917,1425,945,4283,4166,3474,342,1576,1335,919,979,189,148,2873,3630,931,3462,2178,3549,4388,140,2204,1628,1472,128,785,104,1862,4304,3348,3609,3224,2984,71,3458,4345,255,384,3436,4065,3459,1656,2864,1047,1817,766,2923,440,539,3926,2472,4474,3090,904,1096,4328,4450,3497,2844,2662,4418,3250,3259,2069,1976,4240,3712,829,1517,773,187,3395,956,3903,2570,175,923,4443,1566,2134,3408,3008,1947,1107,3878,2750,3234,4158,1078,447,1936,4032,250,3780,4293,3296,2428,738,2250,1520,961,1317,2857,4423,540,4002,4174,1759,1717,3403,3287,725,1464,2337,1202,3012,1726,2860,4052,2457,3667,306,4136,1672,3543,4203,3359,2003,3431,4255,2678,2295,2956,677,3463,3899,4342,1097,3147,887,3170,1213,3641,3932,4027,2310,4297,3374,2727,653,3714,3335,1131,2700,1264,3498,5,3199,2147,1080,1968,827,2126,1209,4289,3658,1029,1160,1422,3432,3080,546,94,808,442,3963,1138,1343,4456,3815,3968,386,1546,3826,2050,1288,331,1583,2155,3394,1098,2514,2843,687,381,3997,1812,2327,2601,3351,4153,3625,2899,3252,3643,424,1676,1429,3868,151,622,4109,3814,4277,4011,2080,3574,928,4168,2405,3618,896,4186,1040,3475,833,2317,2278,2475,3302,4192,3390,3477,3790,3583,3397,3593,2998,4204,658,926,1836,4104,2870,2407,2657,2774,1630,3776,35,3032,1910,3094,1572,2943,3277,3184,2487,1025,3369,3807,2018,289,110,1208,1642,2388,2297,3434,1638,1116,2484,2778,4157,3339,717,3056,4012,1924,3059,79,1494,2220,1774,1496,3142,1043,3602,3336,616,102,2380,970,271,3775,3072,1811,4323,165,1787,4232,3989,1261,2560,562,2710,1004,3589,4133,2530,2451,1606,1792,886,1970,1577,984,2343,4071,2197,294,2999,1531,3273,3906,3857,1633,3192,3700,3026,3200,1548,3132,1376,378,4373,3973,2465,837,4401,2768,3064,1333,107,2990,4291,1482,530,1664,1508,916,2275,4487,3182,370,3227,1669,2708,1195,1083,2851,3017,1420,3428,3092,2389,3386,2427,156,3507,1909,611,830,860,3511,1636,3073,3718,2563,61,4400,2520,2808,2382,3103,2627,3694,1495,4485,2510,4024,3417,262,446,943,1751,3361,1246,4319,2767,3693,673,2905,2166,286,1745,3725,3581,3146,85,3002,2381,3289,4250,2760,297,1701,219,3976,1961,1158,500,3979,1552,2225,2970,1176,4187,586,4125,3350,3617,2979,2889,527,2186,3622,940,3687,597,3928,2364,2145,908,4416
2675,2638,1106,4245,3754,1773,2582,2664,1014,3875,4307,1135,2123,946,2233,4029,1142,4334,3866,3316,4086,3591,2090,3013,357,2066,763,1470,604,3819,2249,2677,1242,1089,667,3929,918,2238,2724,4393,207,3128,3363,364,4317,3846,1954,1257,2244,215,3876,3312,1436,2876,1828,1234,1146,27,1307,1037,4051,949,4118,2862,3238,4076,4059,2370,4406,590,3741,4389,3592,1820,2543,1981,4322,2260,3225,3153,2420,1505,2571,858,3158,3985,4455,3982,3443,2766,3141,768,4110,4366,3160,2524,322,1610,2968,464,2833,3133,1137,1211,3847,3558,2390,2378,3727,3342,3834,22,1768,3324,2698,973,3544,3642,4380,719,2772,4404,1474,1588,3808,184,3720,3828,1238,4228,2534,937,1682,2354,3555,1301,2728,2208,2562,2036,2423,1175,192,491,1738,2034,126,1453,4358,2113,3485,4409,2511,3100,2214,3757,266,2930,1861,2361,2967,3938,806,2086,1539,2152,3913,2785,326,1455,2938,2612,3577,1661,3556,596,2811,2169,4243,2215,1039,3702,3830,276,3547,3678,4364,4056,3045,120,3996,1344,2047,2469,2470,3171,2847,867,1253,2048,429,1332,2553,1697,3089,2040,2436,2493,3644,1951,3460,1188,2418,2545,2701,273,793,2924,3243,3761,4359,3950,2693,3820,1256,3872,2041,4282,1694,2658,392,1883,1110,223,3510,2800,713,2918,2503,245,3909,2001,1401,777,1847,1035,1451,1396,2705,1591,502,3079,1957,523,642,3237,2473,521,2597,98,1230,4202,2339,1011,4446,936,3098,1729,3525,1696,1662,3074,1354,2458,2198,1459,2094,346,3704,4397,1251,4038,2629,2149,268,2592,2322,412,2254,2270,1275,594,1516,4372,1618,1639,4227,2669,3486,1010,150,1113,4210,997,1389,1336,3203,4138,3449,2647,4093,1377,3118,1652,3197,703,391,1263,4287,469,1807,1378,781,290,1022,2349,3770,2969,3087,1161,2431,4457,810,3585,251,2376,2997,3688,2639,4088,3517,675,3399,2745,1958,3527,4433,1460,1930,4269,3025,2007,1123,811,3493,1902,655,3226,1406,1120,3921,2793,3099,2676,3671,823,579,4134,2762,4159,3134,841,1316,3246,3411,1053,463,3210,1386,213,3965,3936,2595,82,2608,577,2399,411,379,434,1908,433,2,4356,4357,552,2064,1143,1033,3699,1348,87,555,4482,449,4260,2619,74,4264,3030,3734,4129,3381,4479,2564,927,641,1718,1785,851,517,90,1607,845,396,2957,3331,4081,1556,954,1397,133,3509,3496,3673,4295,4461,2858,3122,2655,117,21,3194,2276,795,499,1100,1878,65,1286,4053,2920
3375,1486,3078,4140,2897,2634,328,3572,1413,3444,2519,2958,2611,1709,3569,2588,680,413,4383,218,2227,3639,1162,4229,1913,4483,1974,55,2904,4226,1428,628,1931,2011,863,1027,1960,1009,3632,2645,2468,1118,2111,567,2150,238,2743,994,2892,2919,3178,358,3405,4205,3565,4003,2009,3425,1375,4296,834,682,1834,1044,1048,2073,1393,638,3686,1200,3218,1283,3848,3489,1523,2417,1412,4172,3732,1112,2377,3212,720,2972,3325,3337,635,3919,1805,2895,4390,992,1825,1625,3841,2795,787,843,1372,2087,4444,2332,1780,1781,2654,488,3970,4315,2421,2865,525,1894,1904,3661,2120,3751,1341,347,606,2211,722,537,2401,4060,821,542,968,1822,3416,951,1127,4043,1999,201,3728,2045,1963,2882,3933,2342,1149,2287,3742,3587,605,1877,2455,659,1964,2409,702,332,4343,1324,4486,3385,3223,2161,1571,2182,3039,3334,1634,2231,2849,1500,1001,2496,2383,232,1229,2536,1835,986,2309,1312,2012,4347,2855,3082,2554,3241,921,1295,3983,2290,2141,147,3532,639,4276,2794,3457,1249,2103,620,969,1414,1598,81,4099,1725,2552,2735,2940,2355,2434,4152,2088,3669,609,4120,1368,49,4025,1190,672,443,654,1052,3114,2093,1233,4336,3065,1427,3211,1433,1201,4112,2835,2799,2797,4049,3318,3998,4173,432,2903,388,2671,19,1342,3931,269,1260,2692,3003,312,4163,894,1946,1900,2587,2245,503,3521,4057,3635,3737,2691,877,1064,4251,1975,4290,884,259,4141,3886,4190,4127,679,2741,400,3907,3481,3382,2017,1277,4050,277,431,2256,3957,4248,4514,3156,174,3299,2410,4300,2929,1723,1962,575,1394,712,3110,3440,1526,56,3992,589,2640,4135,461,2446,3762,4019,1104,1051,3724,287,2230,2016,1111,1796,2248,2129,678,3021,2547,1298,1658,3796,4335,3566,3668,3519,3575,779,2025,1311,4224,582,3169,1565,1007,3095,2268,2480,4212,321,13,2846,1734,1832,2952,403,4350,2963,595,1184,1408,1764,3685,380,1473,1608,4338,1058,1686,1704,2509,1843,2836,3000,4013,368,3231,18,3446,1564,2177,3245,2907,3615,2172,2356,2941,131,2251,1978,3782,224,2491,3053,1767,1293,2635,153,3620,2471,876,417,1934,1193,1243,3393,3041,1824,296,733,317,3450,2694,2720,1795,4508,4449,4005,4161,3136,3954,2394,1432,1987,190,2633,2651,2529,2363,2029,1054,1154,4149,3753,804,2341,113,3975,141,2632,1514,1558,817,1281,3044,2329,3415,2828,1013,1129,2926,789,4083,1090,705,4193,2663,3007
962,457,4162,330,1325,3010,671,2993,3205,3595,1503,114,4403,1575,760,185,2964,1570,496,2911,4001,526,240,3803,797,3360,4515,1485,2596,1790,1034,3116,2267,226,96,3247,2648,852,881,4339,2966,2603,2867,1549,1151,3015,4354,2525,2283,3067,1766,2758,1189,162,3037,293,1648,1351,1703,1857,2707,4167,1049,444,1476,4026,1783,4453,1003,2798,1321,1916,2988,1509,3149,3470,889,2779,1121,2321,4463,4430,1560,136,3611,1760,2241,747,1206,3610,1042,3869,4208,3235,4155,395,3262,3353,1706,2406,1644,934,955,242,2128,246,353,1896,2403,4412,2513,746,767,4132,359,3624,3980,803,2659,1220,4142,924,3949,1655,4230,2318,2621,2706,1984,2199,1308,2246,3993,549,3947,646,3562,4337,2046,2092,1730,1155,195,3695,1912,4106,728,3410,2947,3441,1402,2868,1886,3376,4090,339,1743,897,1979,143,3292,957,1715,987,2118,4198,3530,2261,2931,2293,565,2205,615,3924,3824,241,4292,2872,1851,51,28,2932,3941,8,438,3163,3471,3862,3295,3524,2274,2414,318,3877,2631,73,4280,1838,2549,280,3879,2878,2717,1055,1228,3637,1956,3995,2784,1036,2789,2130,1174,144,3455,724,67,550,430,4484,3606,1323,3391,252,800,387,868,674,243,3438,1504,2973,2703,1870,731,4480,1755,2689,38,4510,3326,3784,161,0,3233,1581,1873,3816,938,2815,3515,3027,3341,1165,1937,1126,822,4221,2240,3398,1178,1782,4308,105,3654,134,186,2840,1663,2328,1693,3377,483,3651,1943,285,1621,1032,2665,2266,1285,301,1650,2820,2764,2335,2055,850,3468,3456,350,1309,1537,3972,3473,2116,2084,3843,3621,4199,1911,3564,3842,1038,2044,2773,1218,3760,3701,1534,1866,1809,2200,754,2237,200,3307,2135,490,3303,1550,3788,3378,4131,2754,1769,4419,1273,1347,3236,2538,3836,4377,2516,2079,4082,211,2961,1671,2089,3576,1024,3927,1169,4340,1225,825,3974,2975,3145,3076,3049,1439,336,742,813,2430,1241,3201,1074,1657,1705,1518,494,2174,1868,756,2347,3613,2934,1145,3756,3818,3594,3442,2234,882,1640,2393,3645,4231,3091,43,2730,256,3260,4270,4262,2573,907,3396,3265,3119,1452,618,4031,171,826,3344,3389,985,1980,1690,4054,84,3093,3681,2719,3173,1490,4381,4491,3476,11,1172,866,2411,1355,2085,2526,2522,2557,1853,2429,1626,4045,1742,1087,1786,1046,1647,72,1713,1982,3263,648,3371,142,377,4046,237,2585,723,714,2902,2392,3522,2501,3466,3578,3783,1506
3433,439,3582,3518,2228,4324,1810,2193,2644,239,3269,2026,2477,3887,593,2716,418,3102,1350,1544,1488,4498,75,4378,4128,1875,3601,485,1966,1967,2980,3077,3330,4376,436,3881,2264,2408,656,3964,3101,1300,2646,1643,2951,3140,2636,629,983,298,2942,2535,1247,3162,700,3164,3370,1993,4326,4105,1085,119,410,751,1313,1885,3123,1073,1318,1245,3062,619,1212,236,3338,2384,4175,3895,2900,3634,910,1688,2578,4184,1547,1447,4392,573,453,152,3166,448,125,1907,2505,1613,1994,4467,1356,1153,3320,3240,1827,574,623,15,1670,2898,2109,181,3400,1624,3154,2115,4253,691,1448,3167,3152,1438,3684,4415,32,2787,2221,1198,621,978,3069,3505,3404,3791,4476,3662,663,1872,1400,127,1119,782,3108,1799,2304,2162,1156,2643,2830,2307,2771,3769,2077,3294,2306,4458,3871,3495,2494,509,1231,2569,2880,3023,1109,4022,553,2680,1419,3650,2324,1680,870,3940,217,666,683,4504,3321,792,794,41,167,57,4417,2108,2498,3251,3138,561,2252,3189,891,191,2330,4436,3854,428,3930,1125,1197,2825,1973,455,3636,3586,2292,145,1678,106,2144,718,3426,1026,840,2598,2628,4237,1204,3858,3920,737,1152,1050,2196,2738,1132,1499,2052,4004,869,92,3773,205,1622,4361,2583,2620,1538,2974,1469,2148,1567,345,2002,3104,2559,2357,1339,29,1939,472,2763,1649,3713,3216,421,3504,772,2454,1915,249,563,108,4,1935,4016,1687,2607,282,3894,1635,1367,584,2712,2102,744,3388,300,2333,2616,2445,3290,556,4008,4151,2599,3070,2755,3971,3752,3987,1398,3835,12,2136,1467,254,1477,404,1418,2805,3313,155,832,966,139,3779,4111,2541,3710,2734,202,1949,1833,3512,3680,520,244,281,4279,2614,2131,4302,4018,3051,3679,3904,3491,1327,1023,4384,3550,1416,2733,1390,2021,1287,4466,206,462,1099,626,349,3838,1932,1612,2151,4267,1881,1136,1115,1803,3478,3502,2695,4033,1071,2877,2132,1814,4305,2711,4489,2523,1381,3328,769,4500,2914,3892,2992,665,2546,2037,3553,1955,1481,34,1282,566,2927,3120,435,4130,501,1897,112,2769,3859,3354,3304,3126,1405,4470,323,788,334,2783,2622,452,390,4180,2315,2682,3551,3137,2726,1763,1345,3004,1399,208,302,1374,3407,1430,513,3744,2759,2810,1385,1331,473,1095,4332,4009,4509,4278,1006,2818,4084,3560,3413,4154,2817,3905,3345,4108,2006,1689,686,2060,669,3767,3832,3448,2753,288,857,1291,382,1772,2668
3800,1882,4391,607,3817,311,2916,2537,2185,3738,1791,3747,3409,2348,2067,1409,4257,1205,2143,547,2504,734,2761,3698,406,3492,3864,3580,1008,1105,2901,3597,1391,4100,3896,2637,2506,1423,1284,1088,613,3254,2301,1871,2280,2869,688,4139,2819,230,3384,2650,3535,3813,2453,2035,809,1134,4200,3759,4044,3994,3086,815,4517,1101,1645,1685,231,216,662,389,2928,2604,2273,2776,2725,4288,2098,188,4214,3666,1130,3024,3131,3811,528,633,730,2291,3855,3778,799,196,2481,3844,1919,2043,1268,819,212,4413,1972,2780,3204,693,1437,476,1387,2413,468,2154,3075,2057,135,529,1267,4207,4119,3889,495,4114,1826,3193,741,1139,221,701,1404,58,1651,1069,248,2239,1985,967,2462,2243,3557,4331,4318,4066,2474,3111,3716,1926,2672,1306,2125,1182,2777,91,3660,2142,3014,2834,159,420,2165,2832,4194,3801,1183,3280,1708,1224,1359,4102,3901,624,3340,2896,2133,3228,2495,1057,1030,3691,3467,2110,3584,711,166,614,1858,3018,4073,2850,3708,1319,4150,1905,1561,636,3040,179,2602,3598,3608,2558,2652,3387,524,1159,154,14,3357,3596,3310,1995,592,2842,2540,4197,2138,3731,2826,3719,842,4137,1831,3418,2099,2642,1296,4068,4195,1303,3323,4075,1683,3258,4438,2426,3689,2863,771,510,1569,3603,1746,2581,516,203,3600,1739,1114,1748,3144,2218,1989,3898,2576,1699,650,3717,4156,568,1217,2146,89,475,1018,2095,2737,2255,3315,4144,913,3944,63,3531,3423,3777,3469,839,875,2450,1480,4365,2096,1076,1779,706,2606,859,2749,2272,3888,1712,4182,2960,905,587,295,3640,2913,3266,3852,511,1411,1599,2955,2909,1128,2775,1163,1019,2684,2861,2508,99,1527,2051,2014,885,1227,2714,376,1515,2432,4351,1226,4036,1322,2770,952,3286,2072,2202,3005,407,743,2171,2127,1867,1941,3033,2731,3445,4341,3952,4087,3696,234,1258,265,3934,4123,617,4165,775,814,3554,2206,3607,4097,2015,2507,4464,3646,4451,2010,1884,4223,1620,543,77,3177,689,2344,2181,576,3060,257,173,52,976,2732,2005,661,4256,2192,1752,2320,45,4225,959,3508,1463,1199,2699,2594,3627,3150,1248,4385,4394,2670,1533,898,1601,578,1667,2812,2352,1679,2555,3647,3180,1513,707,2885,1996,4429,1720,2568,2398,4196,2925,4037,3222,664,2013,1294,670,3427,791,2985,4263,3281,3402,427,3380,1266,4355,16,4124,3383,3837,3043,329,932,2265,3902,3,2184,4495,76,2615,54,2091
3746,570,504,2217,2879,1788,3506,3831,3356,2065,915,4041,1365,1784,1846,235,1167,1859,1068,2351,1666,3914,3959,1478,736,1424,2232,1714,3787,374,4298,1232,2890,2586,1736,3523,3860,2679,2176,3248,2083,320,1813,2222,1519,3406,480,2796,2284,2625,3984,2829,1338,3401,1733,2688,3967,4164,2412,2296,729,1898,1479,3322,538,2483,4422,4219,291,3275,2056,1492,4333,2801,3155,4215,518,753,101,1369,46,1863,2893,1543,1615,864,2212,3352,3827,3447,625,3217,600,3990,3127,1276,2751,100,222,4353,2269,541,2790,1815,3677,4399,3274,2856,3900,3676,3437,115,676,3541,695,1716,4216,4475,2082,2891,1466,2372,1740,456,1502,999,1421,2697,4006,198,752,4191,278,3545,1093,1986,647,2416,279,1060,4080,988,4330,1326,3347,4067,2300,313,1797,1775,2981,1015,1031,2443,4070,3220,4063,2299,2395,497,1337,3922,1844,4058,2824,3910,935,2544,180,393,1856,2950,2987,2845,2119,3977,109,3081,535,3774,879,3242,2121,3367,2781,4452,2195,2336,4169,557,588,1299,3612,3453,3659,4222,4424,2226,3969,423,247,164,3958,4247,59,2888,545,1383,4477,325,3283,3214,4069,3161,1816,4316,1066,1304,260,3165,2539,2271,327,9,2187,631,2194,3253,4242,3276,4014,177,2061,3806,157,1580,3175,4055,2071,270,3176,3916,402,3851,925,4220,3229,3962,2497,2444,739,39,1758,4015,1265,2723,4312,2649,1329,4408,4502,948,1092,2740,4061,2461,137,4234,437,1753,3829,1371,3633,3529,2806,2729,3571,1603,3692,2396,3697,197,4368,778,3206,2163,1020,2224,599,466,3472,4039,2179,874,1593,3733,486,2944,2346,2996,283,3484,176,1061,3810,2479,4349,4303,4434,78,645,3785,3614,2687,1214,4306,2379,1959,3148,3629,4503,3306,3195,2153,1899,2838,856,4375,4272,3058,3106,2912,343,3743,4325,31,2158,2032,1839,3988,3068,23,2415,3948,3157,4020,4010,3526,123,3419,1465,2757,3825,4490,3488,1818,2062,3918,1330,2894,4040,2441,3748,3213,355,1002,2305,2437,2400,4310,993,1410,4181,3346,365,651,2556,2203,1320,1271,835,2906,138,2512,3863,2207,878,2122,3046,1302,4115,922,3499,4496,1590,3490,4285,1065,3424,1094,3105,3514,758,2053,4499,3649,2978,299,1203,2257,1929,1623,4147,1191,3191,2589,2910,2059,1192,2289,7,2991,1297,627,4265,2945,4362,784,1860,1804,1259,2630,950,482,1997,4387,1928,1802,1677,2874,356,36,3109,3730,3412,304,2298,1363,2881,1239,3709,3653
1573,1444,3042,1216,2156,2209,2718,2623,4396,1067,498,975,40,2971,3288,1124,1702,414,1016,3981,4048,4367,4268,1362,3999,3300,3943,1540,415,397,990,48,53,310,3845,3937,1081,149,2422,3121,1722,1728,1545,2259,1270,914,3675,4266,4348,2106,1380,3115,1462,465,1557,3034,796,4301,2814,4493,1373,1542,2954,2438,721,3054,3891,1895,229,2452,2419,1616,2137,514,4507,991,1059,445,2788,4379,2933,4252,4321,3298,2117,4472,263,694,601,3319,1117,3978,2656,1461,854,2831,66,612,2168,533,3764,2561,3174,1171,2463,1150,168,4094,4505,2605,366,1737,1252,2937,652,2294,3257,1727,4021,2756,3038,1244,3568,1450,761,2816,3268,2258,209,3925,3187,1223,4281,2962,4273,1595,1475,2739,4410,1668,643,710,515,2946,2049,1388,17,4313,1948,4398,3528,4459,3579,129,1353,4246,1554,1077,917,3097,47,2360,912,1395,3055,3533,3768,812,2542,3804,831,1511,253,3884,3721,1711,2058,1665,2528,1707,2618,838,4091,1841,1592,1314,548,42,4447,1757,4206,3249,1536,3279,4448,4074,3567,2020,2983,2626,2574,1991,4441,182,1487,2366,3912,1215,2334,1084,849,1933,4077,1940,3048,697,953,995,3951,974,3185,3789,2550,583,163,4432,947,698,3628,1072,3726,2112,3429,1731,160,4098,1435,512,4516,4271,4113,3301,4320,2326,4371,2345,361,4188,4209,2653,4329,2236,2008,2939,3536,1235,122,1821,3729,3124,1553,1574,3261,4121,493,4420,3883,2813,862,506,489,1498,2696,1806,2325,124,4405,1415,1848,696,1952,1637,685,4160,1290,930,902,1340,2031,1969,2641,668,569,1140,3215,4249,4072,1005,1497,3500,2302,2852,2303,1750,644,2572,3028,1315,4170,1177,3454,4468,478,264,893,2039,1483,416,3599,3792,3113,93,178,958,4299,4382,2375,4374,1532,3221,2565,3735,2368,3722,1874,1732,2210,2875,3516,507,1370,2531,1789,4258,3019,3865,2995,4309,1793,2262,62,2074,2854,3036,2323,3809,3071,2709,3487,1441,960,4028,1489,3795,383,1000,2482,2219,1179,1585,1157,3503,360,4435,4079,2736,3798,770,3267,4440,210,4035,4352,2883,3853,335,1990,2613,2235,1880,1541,492,591,1164,3482,3986,911,3648,980,3772,3255,802,308,450,844,1800,820,755,1236,1445,1133,474,981,602,2704,2489,4386,385,37,551,1559,214,1646,4085,1971,818,3016,479,1892,2532,598,3856,657,3839,4442,1692,1629,69,848,1221,522,333,4089,3364,3088,2439,3794,1443,3683,1568
